"","id","record_code","format_version","submission_date","reporting_agency","release_agency","tag_code_or_release_id","tag_type","first_sequential_number","last_sequential_number","related_group_type","related_group_id","species","run","brood_year","release_location_code","hatchery_location_code","stock_location_code","release_stage","rearing_type","study_type","release_strategy","avg_weight","avg_length","study_integrity","cwt_1st_mark","cwt_1st_mark_count","cwt_2nd_mark","cwt_2nd_mark_count","non_cwt_1st_mark","non_cwt_1st_mark_count","non_cwt_2nd_mark","non_cwt_2nd_mark_count","counting_method","tag_loss_rate","tag_loss_days","tag_loss_sample_size","tag_reused","comments","first_release_date_year","first_release_date_month","first_release_date_day","last_release_date_year","last_release_date_month","last_release_date_day"
"42","2a523237-6071-461f-9603-f4179507d8d5","T","5.0","20260809","WDFW","WDFW","637835","12",NA,NA,"D","04202200001107","1","1",2020,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",47.24,158,NA,"0000",36906,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,2022,2,2,2022,2,16
"60","4184c4a9-1f64-41ed-8c31-0f22c0852aa5","N","5.0","20260809","WDFW","WDFW","!04P00115024",NA,NA,NA,NA,NA,"1","1",2016,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H",NA,"VO",43.61,158,NA,NA,NA,NA,NA,"5000",25948,"0000",62,NA,NA,NA,NA,NA,NA,2017,10,5,2017,10,25
"91","59425325-938e-490f-bfba-b933655f8849","N","5.0","20260809","WDFW","WDFW","!04P00192266",NA,NA,NA,NA,NA,"1","1",2020,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H",NA,"VO",47.24,158,NA,NA,NA,NA,NA,"5000",77491,"0000",421,NA,NA,NA,NA,NA,NA,2022,2,2,2022,2,16
"97","60713e71-7e69-4db4-8ebb-4039d1428b75","T","5.0","20260809","WDFW","WDFW","637145","12",NA,NA,"D","04201700000920","1","1",2016,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",44.03,158,NA,"0000",99317,NA,NA,"0000",199,NA,NA,NA,0.002,NA,500,NA,NA,2017,10,5,2017,10,25
"136","933c0f36-08aa-4ebb-9e79-74afddd302c9","T","5.0","20260809","WDFW","WDFW","637144","12",NA,NA,"D","04201700000920","1","1",2016,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",44.03,158,NA,"5000",99078,"0000",239,"5000",199,NA,NA,NA,0.002,NA,500,NA,NA,2017,10,5,2017,10,25
"87","55d8524a-5f21-48e3-8339-ee0aaa61aeaa","T","5.0","20260809","WDFW","WDFW","634240","0",NA,NA,NA,NA,"1","1",1990,"3F42001^^270168^R","3F42001^^270168^H","3F42001^^270168^S","S","H","B",NA,56.69,159,"N","5000",50161,NA,NA,"0000",675534,"5000",405,"B",NA,27,2019,NA,NA,1992,3,22,1992,3,22
"30","20c23e09-6c31-49d0-b79e-46b5ad72c564","T","5.0","20260809","WDFW","WDFW","638657","12",NA,NA,"D","04202500001268","1","1",2023,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",50.39,160,NA,"5000",36955,NA,NA,"5000",137,NA,NA,NA,0.0037,NA,544,NA,NA,2025,2,1,2025,2,11
"48","2f7755d2-5aea-461a-af9c-8c93b24f757d","T","5.0","20260809","WDFW","WDFW","638652","12",NA,NA,"D","04202500001268","1","1",2023,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",50.39,160,NA,"0000",37531,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,NA,NA,2025,2,1,2025,2,11
"95","5ec37f62-733b-4f3d-b1e5-b21d88363db5","N","5.0","20260809","WDFW","WDFW","!04P00232496",NA,NA,NA,NA,NA,"1","1",2023,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H",NA,"VO",50.39,160,NA,NA,NA,NA,NA,"5000",44186,"0000",75,NA,NA,NA,NA,NA,NA,2025,2,1,2025,2,11
"40","298110c5-ac5d-4856-90c6-f77bff053c0b","T","5.0","20260809","WDFW","WDFW","635276","12",NA,NA,"D","04201100000572","1","1",2009,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"FR",52.74,161,NA,"0000",138604,NA,NA,NA,NA,NA,NA,NA,NA,NA,2096,NA,NA,2011,3,1,2011,3,1
"50","322e6169-a422-43e0-9ad2-8284f76daf03","N","5.0","20260809","WDFW","WDFW","!04P00050925",NA,NA,NA,NA,NA,"1","1",2009,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"FR",52.74,161,NA,NA,NA,NA,NA,"5000",292505,"0000",2835,NA,NA,NA,NA,NA,NA,2011,3,1,2011,3,1
"84","54ba060c-66f5-422e-a737-7ab502d76beb","N","5.0","20260809","WDFW","WDFW","!04P00057395",NA,NA,NA,NA,NA,"1","1",2005,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,56.69,161,NA,NA,NA,NA,NA,"5000",337336,"0000",2720,NA,NA,NA,NA,NA,NA,2007,3,19,2007,3,19
"103","63902d22-2c5b-460c-bded-18dc8dd7e48c","N","5.0","20260809","WDFW","WDFW","!04P00052456",NA,NA,NA,NA,NA,"1","1",2009,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"FR",52.74,161,NA,NA,NA,NA,NA,"5000",61413,"0000",595,NA,NA,NA,NA,NA,NA,2011,3,1,2011,3,1
"130","8c303661-c25b-41da-838e-6e0e0b8a233f","T","5.0","20260809","WDFW","WDFW","635278","12",NA,NA,"D","04201100000572","1","1",2009,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"FR",52.74,161,NA,"5000",144628,"0000",819,"5000",819,NA,NA,NA,0.0056,NA,2144,NA,NA,2011,3,1,2011,3,1
"151","a7aad988-b8d3-4ca7-80e2-8a4e4c6c54a1","N","5.0","20260809","WDFW","WDFW","!04P00055027",NA,NA,NA,NA,NA,"1","1",2009,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"FR",52.74,161,NA,NA,NA,NA,NA,"5000",136605,"0000",1324,NA,NA,NA,NA,NA,NA,2011,3,1,2011,3,1
"217","d41d7513-8078-4ce2-bfb5-b5bb48f6c483","N","5.0","20260809","WDFW","WDFW","!04P00023240",NA,NA,NA,NA,NA,"1","1",2009,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"FR",52.74,161,NA,NA,NA,NA,NA,"5000",61366,"0000",595,NA,NA,NA,NA,NA,NA,2011,3,1,2011,3,1
"234","ebf1774b-d6fb-4f2b-ac2d-525b5162248a","N","5.0","20260809","WDFW","WDFW","!04P00031660",NA,NA,NA,NA,NA,"1","1",2009,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"FR",52.74,161,NA,NA,NA,NA,NA,"5000",61436,"0000",595,NA,NA,NA,NA,NA,NA,2011,3,1,2011,3,1
"94","5e5312ce-885d-413c-8b11-14fb9c73669b","N","5.0","20260809","WDFW","WDFW","!04P00055534",NA,NA,NA,NA,NA,"1","1",2000,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,53.55,162,NA,NA,NA,NA,NA,"5000",233431,"0000",2835,NA,NA,NA,NA,NA,NA,2002,3,20,2002,3,20
"56","3a153f67-e767-4c4a-8a54-3945d4d4ae0d","N","5.0","20260809","WDFW","WDFW","!04P00150799",NA,NA,NA,NA,NA,"1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H",NA,"VO",56.69,163,NA,NA,NA,NA,NA,"5000",68255,"0000",502,NA,NA,NA,NA,NA,"AD ONLY",2020,2,11,2020,2,28
"100","6223e682-207f-4b5a-91de-1ff46d30372e","T","5.0","20260809","WDFW","WDFW","637663","12",NA,NA,"D","04202100001066","1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",47.74,163,NA,"0000",35621,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,"CWT ONLY",2021,2,3,2021,3,15
"154","ab5b1ab0-5f1a-4fc9-aacd-24e8ec576b3c","N","5.0","20260809","WDFW","WDFW","!04P00168755",NA,NA,NA,NA,NA,"1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H",NA,"VO",47.74,163,NA,NA,NA,NA,NA,"5000",73247,"0000",287,NA,NA,NA,NA,NA,NA,2021,2,3,2021,2,22
"171","b61d14b2-eb4d-4efe-ac07-5ee1762e5247","T","5.0","20260809","WDFW","WDFW","637476","12",NA,NA,"O","04202000001002","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",56.69,163,NA,"5000",33708,"0000",341,"5000",340,"0000",3,NA,0.01,NA,500,NA,"AD+CWT",2020,2,11,2020,2,28
"187","bd1d72b8-b8f7-4cb4-ab86-8b1f023536a7","T","5.0","20260809","WDFW","WDFW","637480","12",NA,NA,"O","04202000001002","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",56.69,163,NA,"0000",33981,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,"CWT ONLY",2020,2,11,2020,2,28
"189","c0d3b365-df76-46a0-a460-dc1f42b190c0","T","5.0","20260809","WDFW","WDFW","637659","12",NA,NA,"D","04202100001066","1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",47.74,163,NA,"5000",35094,"0000",212,"5000",212,"0000",1,NA,0.006,NA,1000,NA,"AD+",2021,2,3,2021,3,15
"239","eec7f09d-0710-4bde-b80b-5e06fd81b981","N","5.0","20260809","WDFW","WDFW","!04P00170944",NA,NA,NA,NA,NA,"1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H",NA,"FR",45.35,163,NA,NA,NA,NA,NA,"5000",304,"0000",1,NA,NA,NA,NA,NA,"AD ONLY",2021,3,15,2021,3,15
"274","ecd4ac80-86f6-4e89-87ac-ba13046712f9","N","5.0","20260809","WDFW","WDFW","!04P00056499",NA,NA,NA,NA,NA,"1","1",2001,"3F42001^^270168^R","3F42001^^270430^H","3F42001^^270168^S","Y","H",NA,NA,52.74,163,NA,NA,NA,NA,NA,"5000",76454,NA,NA,NA,NA,NA,NA,NA,NA,2003,3,21,2003,3,21
"132","8d8409c9-9ca0-42c9-ae56-63a25dc572d0","T","5.0","20260809","WDFW","WDFW","632393","12",NA,NA,"D","04200600000569","1","1",2004,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,55.99,164,NA,"0000",144877,NA,NA,"0000",2610,NA,NA,NA,0.0177,NA,NA,NA,NA,2006,3,20,2006,3,21
"149","a5be8e8f-4bc7-462a-80fb-ba4aa8f01dc2","N","5.0","20260809","WDFW","WDFW","!04P00044994",NA,NA,NA,NA,NA,"1","1",2007,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"VO",50.39,164,NA,NA,NA,NA,NA,"5000",339745,"0000",2292,NA,NA,NA,NA,NA,"BEGAN VOLITIONAL RELEASE ON 2/17 AND FORCED THE REMAINING FISH OUT ON 3/23.",2009,2,17,2009,3,23
"192","c2a53b69-c9d0-4249-97ba-4f59da410aa5","N","5.0","20260809","WDFW","WDFW","!04P00034733",NA,NA,NA,NA,NA,"1","1",2004,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,55.99,164,NA,NA,NA,NA,NA,"5000",353720,NA,NA,NA,NA,NA,NA,NA,NA,2006,3,20,2006,3,20
"193","c405202c-9b76-4470-997c-326fe2711323","N","5.0","20260809","WDFW","WDFW","!04P00014183",NA,NA,NA,NA,NA,"1","1",2011,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"VO",53.99,164,NA,NA,NA,NA,NA,"5000",91105,"0000",865,NA,NA,NA,NA,NA,NA,2013,2,1,2013,2,10
"200","c678f813-9fec-4c2b-ae1b-15253099a113","T","5.0","20260809","WDFW","WDFW","634387","12",NA,NA,NA,NA,"1","1",2007,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H","I","VO",50.39,164,NA,"0000",143124,NA,NA,"0000",11371,NA,NA,NA,0.0736,NA,1006,NA,"VOLITIONALLY RELEASED ON 2/17 AND REMAINING FISH FORCED RELEASED ON 3/16.",2009,2,17,2009,3,23
"203","cb324ada-9f72-4fae-ab80-cb3c10e37950","T","5.0","20260809","WDFW","WDFW","632394","12",NA,NA,"D","04200600000569","1","1",2004,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,55.99,164,NA,"5000",136500,"0000",1076,"5000",9911,NA,NA,NA,0.0672,NA,NA,NA,NA,2006,3,20,2006,3,21
"237","ee1d1303-579f-482a-b447-230cb4150012","T","5.0","20260809","WDFW","WDFW","634388","12",NA,NA,NA,NA,"1","1",2007,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H","I","VO",50.39,164,NA,"5000",136444,"0000",8501,"5000",8501,NA,NA,NA,0.0554,NA,1010,NA,"VOLITIONALLY RELEASED ON 2/17 AND REMAINING FISH FORCED RELEASED ON 3/16.",2009,2,17,2009,3,23
"72","477bd2c3-1ac6-41a9-b791-1dfc207655e9","T","5.0","20260809","WDFW","WDFW","637481","12",NA,NA,"O","04202000001003","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",56.69,165,NA,"0000",35835,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,"CWT ONLY",2020,2,11,2020,2,28
"146","a23b3149-307e-42dc-8c9c-f28ed9331939","N","5.0","20260809","WDFW","WDFW","!04P00150806",NA,NA,NA,NA,NA,"1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H",NA,"VO",56.69,165,NA,NA,NA,NA,NA,"5000",84641,"0000",924,NA,NA,NA,NA,NA,"AD ONLY",2020,2,11,2020,2,28
"163","b33b8133-98d8-47c0-bf49-58f05eaf2da2","T","5.0","20260809","WDFW","WDFW","637477","12",NA,NA,"O","04202000001003","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",56.69,165,NA,"5000",35402,"0000",286,"5000",286,"0000",2,NA,0.008,NA,500,NA,"AD+CWT",2020,2,11,2020,2,28
"74","47ccc076-a313-486b-8781-d993b01dd0c1","N","5.0","20260809","WDFW","WDFW","!04P00031076",NA,NA,NA,NA,NA,"1","1",2011,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"VO",55.31,166,NA,NA,NA,NA,NA,"5000",119952,"0000",1138,NA,NA,NA,NA,NA,NA,2013,2,1,2013,2,10
"162","b24d64eb-f82e-4783-9174-d9ee8f00b59b","N","5.0","20260809","WDFW","WDFW","!04P00197899",NA,NA,NA,NA,NA,"1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H",NA,"VO",52.74,166,NA,NA,NA,NA,NA,"5000",83408,"0000",656,NA,NA,NA,NA,NA,NA,2023,2,1,2023,2,13
"238","eebbaebb-a186-418e-a5c7-00a1fb155966","T","5.0","20260809","WDFW","WDFW","638208","12",NA,NA,"D","04202300001148","1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",52.74,166,NA,"5000",32007,"0000",258,NA,NA,NA,NA,NA,NA,NA,499,NA,NA,2023,2,1,2023,2,13
"241","efa05b86-8848-4503-8ea6-124b5d91a9b7","T","5.0","20260809","WDFW","WDFW","638207","12",NA,NA,"D","04202300001148","1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",52.74,166,NA,"0000",32308,NA,NA,"0000",254,NA,NA,NA,0.0078,NA,513,NA,NA,2023,2,1,2023,2,13
"11","0c38344d-dc74-44cf-b5f0-4e1371cd9ccc","T","5.0","20260809","WDFW","WDFW","630680","12",NA,NA,"D","04200300000565","1","1",2001,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,56.69,167,NA,"0000",148542,NA,NA,"0000",597,NA,NA,NA,0.004,NA,NA,NA,NA,2003,3,6,2003,3,13
"78","4bbdb03b-1822-43f3-a1b0-4412a41d5f74","N","5.0","20260809","WDFW","WDFW","!04P00057016",NA,NA,NA,NA,NA,"1","1",2011,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"VO",53.99,167,NA,NA,NA,NA,NA,"5000",109426,"0000",1038,NA,NA,NA,NA,NA,NA,2013,2,5,2013,2,15
"113","72ed9434-ef7f-4e88-8003-b9b5ff653c08","N","5.0","20260809","WDFW","WDFW","!04P00037774",NA,NA,NA,NA,NA,"1","1",2001,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,56.69,167,NA,NA,NA,NA,NA,"5000",203254,"0000",12974,NA,NA,NA,NA,NA,NA,2003,3,6,2003,3,13
"247","f3f757f5-2141-414d-a640-7d97bb53a89f","T","5.0","20260809","WDFW","WDFW","630679","12",NA,NA,"D","04200300000565","1","1",2001,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,56.69,167,NA,"5000",138910,"0000",8866,"5000",1687,"0000",108,NA,0.012,NA,NA,NA,NA,2003,3,6,2003,3,13
"21","182a0a5b-0780-429e-9741-438c2a545074","T","5.0","20260809","WDFW","WDFW","637385","12",NA,NA,"D","04201900000986","1","1",2017,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",56.69,168,NA,"5000",36724,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,"AD+",2019,2,1,2019,2,19
"29","205b7598-7d59-40b4-9e1d-4411c5fa0d1e","T","5.0","20260809","WDFW","WDFW","630690","12",NA,NA,"D","04200200000566","1","1",2000,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,53.87,168,NA,"0000",73289,NA,NA,"0000",591,NA,NA,NA,0.008,NA,NA,NA,NA,2002,3,20,2002,3,20
"43","2acb66a5-95f9-412f-a330-cab371e3b7ea","T","5.0","20260809","WDFW","WDFW","630692","12",NA,NA,"D","04200200000566","1","1",2000,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,53.87,168,NA,"5000",69143,"0000",1351,"5000",585,"0000",11,NA,0.0084,NA,NA,NA,NA,2002,3,20,2002,3,20
"76","4b0cf67b-b3bd-42ef-a444-6d8528748d05","N","5.0","20260809","WDFW","WDFW","!04P00044904",NA,NA,NA,NA,NA,"1","1",2011,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"VO",54.64,168,NA,NA,NA,NA,NA,"5000",109844,"0000",1042,NA,NA,NA,NA,NA,NA,2013,2,5,2013,2,15
"77","4b680f10-7cd0-4a35-b02f-8f93e03a34ff","N","5.0","20260809","WDFW","WDFW","!04P00211984",NA,NA,NA,NA,NA,"1","1",2022,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H",NA,"VO",57.41,168,NA,NA,NA,NA,NA,"5000",78178,"0000",409,NA,NA,NA,NA,NA,NA,2024,2,5,2024,2,13
"86","55d53375-166d-42f8-9e21-e55b77789c32","N","5.0","20260809","WDFW","WDFW","!04P00013981",NA,NA,NA,NA,NA,"1","1",2003,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,56.69,168,NA,NA,NA,NA,NA,"5000",252101,"0000",5145,NA,NA,NA,NA,NA,NA,2005,3,1,2005,3,1
"131","8ced1ac7-2777-4c44-be1d-7c904250fb66","T","5.0","20260809","WDFW","WDFW","637386","12",NA,NA,"D","04201900000986","1","1",2017,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",56.69,168,NA,"0000",36566,NA,NA,"0000",158,NA,NA,NA,0.0043,NA,463,NA,"CWT ONLY",2019,2,1,2019,2,19
"161","b1b06bb2-60d5-4ce6-8ee0-47f6f2919389","T","5.0","20260809","WDFW","WDFW","630691","12",NA,NA,"D","04200200000566","1","1",2000,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,53.87,168,NA,"0000",73438,NA,NA,"0000",443,NA,NA,NA,0.006,NA,NA,NA,NA,2002,3,20,2002,3,20
"174","b7116d93-ede4-4911-85eb-6f626141d7df","N","5.0","20260809","WDFW","WDFW","!04P00008241",NA,NA,NA,NA,NA,"1","1",2000,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,53.87,168,NA,NA,NA,NA,NA,"5000",329215,"0000",9484,NA,NA,NA,NA,NA,NA,2002,3,20,2002,3,20
"184","ba1f0917-8dd5-4867-b2fe-f7ed44a1c4a0","N","5.0","20260809","WDFW","WDFW","!04P00136089",NA,NA,NA,NA,NA,"1","1",2017,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H",NA,"VO",56.69,168,NA,NA,NA,NA,NA,"5000",92892,"0000",589,NA,NA,NA,NA,NA,"AD ONLY",2019,2,1,2019,2,19
"208","cf19c01d-2a10-42fb-a5d4-b86b859ae549","T","5.0","20260809","WDFW","WDFW","638527","12",NA,NA,"D","04202400001193","1","1",2022,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",57.41,168,NA,"5000",38737,"0000",423,"5000",210,"0000",2,NA,0.0054,NA,924,NA,NA,2024,2,5,2024,2,13
"243","f12cb19e-60f0-43bb-af42-4cd56d389f5c","T","5.0","20260809","WDFW","WDFW","638526","12",NA,NA,"D","04202400001193","1","1",2022,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",57.41,168,NA,"0000",39244,NA,NA,"0000",285,NA,NA,NA,0.0072,NA,832,NA,NA,2024,2,5,2024,2,13
"251","f6962b67-b6fd-4ad7-8f79-444bf128a348","T","5.0","20260809","WDFW","WDFW","630689","12",NA,NA,"D","04200200000566","1","1",2000,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,53.87,168,NA,"5000",69231,"0000",1353,"5000",496,"0000",9,NA,0.008,NA,NA,NA,NA,2002,3,20,2002,3,20
"93","5e21c5da-0fdc-4f7a-9195-5cced51cd756","N","5.0","20260809","WDFW","WDFW","!04P00197911",NA,NA,NA,NA,NA,"1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H",NA,"VO",56.69,169,NA,NA,NA,NA,NA,"5000",66549,"0000",788,NA,NA,NA,NA,NA,NA,2023,2,1,2023,2,13
"98","6085ec8c-57ad-4d04-a067-f62c8ace034a","T","5.0","20260809","WDFW","WDFW","638205","12",NA,NA,"D","04202300001147","1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",56.69,169,NA,"0000",33407,NA,NA,"0000",134,NA,NA,NA,0.004,NA,500,NA,NA,2023,2,1,2023,2,13
"126","88ee57bf-0cde-493a-970d-9f99c4464b4c","N","5.0","20260809","WDFW","WDFW","!04P00021602",NA,NA,NA,NA,NA,"1","1",1998,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,59.68,169,NA,NA,NA,NA,NA,"5000",369840,"0000",7705,NA,NA,NA,NA,NA,"VOLITIONAL RELEASE STARTED 2/22. NO FISH COUNTERS.",2000,3,21,2000,3,21
"139","96fb4d2c-dbc2-4e90-b425-eedb8fdb9088","T","5.0","20260809","WDFW","WDFW","637387","12",NA,NA,"D","04201900000987","1","1",2017,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",56.69,169,NA,"0000",37807,NA,NA,"0000",148,NA,NA,NA,0.0039,NA,514,NA,"CWT ONLY",2019,2,1,2019,2,19
"150","a6e94fec-f628-455c-af36-b64cb967033c","N","5.0","20260809","WDFW","WDFW","!04P00054771",NA,NA,NA,NA,NA,"1","1",2011,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"VO",53.99,169,NA,NA,NA,NA,NA,"5000",92746,"0000",880,NA,NA,NA,NA,NA,NA,2013,2,1,2013,2,10
"207","ce9fc939-2c44-4bcf-84dc-8f6dfd7a60fc","T","5.0","20260809","WDFW","WDFW","637388","12",NA,NA,"D","04201900000987","1","1",2017,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",56.69,169,NA,"5000",37989,"0000",72,"5000",72,NA,NA,NA,0.0019,NA,514,NA,"AD+",2019,2,1,2019,2,19
"244","f2d7edf8-b617-49ac-86f3-fb6ca4fd9d1c","T","5.0","20260809","WDFW","WDFW","638206","12",NA,NA,"D","04202300001147","1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",56.69,169,NA,"5000",33807,"0000",71,NA,NA,NA,NA,NA,NA,NA,486,NA,NA,2023,2,1,2023,2,13
"261","ff7650cb-2d02-43d5-8bf1-a9713bfcfd92","N","5.0","20260809","WDFW","WDFW","!04P00136095",NA,NA,NA,NA,NA,"1","1",2017,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H",NA,"VO",56.69,169,NA,NA,NA,NA,NA,"5000",100655,"0000",618,NA,NA,NA,NA,NA,"AD ONLY",2019,2,1,2019,2,19
"17","11ac7fb2-66cd-4a45-826b-e7115cec9cb7","T","5.0","20260809","WDFW","WDFW","636779","12",NA,NA,"D","04201600000826","1","1",2014,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H","P","FR",55.99,170,NA,"5000",57527,"0000",517,"5000",341,"0000",3,NA,0.0059,NA,508,NA,NA,2016,2,1,2016,2,1
"27","1ea42ba4-df7b-4bd3-ac4f-5a495f901e1b","N","5.0","20260809","WDFW","WDFW","!04P00170947",NA,NA,NA,NA,NA,"1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H",NA,"FR",50.4,170,NA,NA,NA,NA,NA,"5000",340,"0000",1,NA,NA,NA,NA,NA,"AD ONLY",2021,3,15,2021,3,15
"28","1f6645f3-efa8-42f6-aabe-386fb43ab629","T","5.0","20260809","WDFW","WDFW","639104","12",NA,NA,"D","04202600001308","1","1",2024,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",55.99,170,NA,"0000",32506,NA,NA,"0000",117,NA,NA,NA,0.0036,NA,549,NA,NA,2026,2,2,2026,2,11
"34","23bcacd7-6a4f-4540-9555-3d0b84e55406","T","5.0","20260809","WDFW","WDFW","637660","12",NA,NA,"D","04202100001067","1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",52.74,170,NA,"5000",33686,"0000",309,"5000",309,"0000",3,NA,0.0091,NA,880,NA,"AD+",2021,2,3,2021,3,15
